22.7466, -17.5029, -136.9381 | -0.50467, 6.4393, -9.1109 | 12.8757, 10.4683, 13.0482
22.7466, -17.5029, -136.9381 | -8.7694, -0.58778, -7.8887 | 12.8757, 10.4683, 13.0482
-171.2977, -46.6236, 16.7823 | -8.7694, -0.58778, -7.8887 | 12.8757, 10.4683, 13.0482
-171.2977, -46.6236, 16.7823 | -8.7694, -0.58778, -7.8887 | 12.8717, 10.4588, 13.0443
-171.2977, -46.6236, 16.7823 | -8.7694, -0.58778, -7.8887 | 12.8717, 10.4588, 13.0443
-171.2977, -46.6236, 16.7823 | 0.16312, -4.3605, -6.2279 | 12.8717, 10.4588, 13.0443
-115.8921, 5.8979, -19.0356 | 0.16312, -4.3605, -6.2279 | 12.8717, 10.4588, 13.0443
-115.8921, 5.8979, -19.0356 | 0.16312, -4.3605, -6.2279 | 12.8717, 10.4588, 13.0443
-115.8921, 5.8979, -19.0356 | 0.16312, -4.3605, -6.2279 | 12.8662, 10.4539, 13.0604
-115.8921, 5.8979, -19.0356 | 6.5185, -3.5908, -12.0565 | 12.8662, 10.4539, 13.0604
46.0341, -36.3993, 70.2612 | 6.5185, -3.5908, -12.0565 | 12.8662, 10.4539, 13.0604
46.0341, -36.3993, 70.2612 | 6.5185, -3.5908, -12.0565 | 12.8707, 10.4502, 13.0532
46.0341, -36.3993, 70.2612 | 6.5185, -3.5908, -12.0565 | 12.8707, 10.4502, 13.0532
46.0341, -36.3993, 70.2612 | 7.1465, 8.3572, 0.8334 | 12.8707, 10.4502, 13.0532
105.7554, -8.4386, -169.619 | 7.1465, 8.3572, 0.8334 | 12.8707, 10.4502, 13.0532
105.7554, -8.4386, -169.619 | 7.1465, 8.3572, 0.8334 | 12.8807, 10.4409, 13.0552
105.7554, -8.4386, -169.619 | 7.1465, 8.3572, 0.8334 | 12.8807, 10.4409, 13.0552
105.7554, -8.4386, -169.619 | -4.2632, -2.7119, -2.7592 | 12.8807, 10.4409, 13.0552
137.6792, -30.4729, -168.3357 | -4.2632, -2.7119, -2.7592 | 12.8807, 10.4409, 13.0552
137.6792, -30.4729, -168.3357 | -4.2632, -2.7119, -2.7592 | 12.8807, 10.4409, 13.0552
137.6792, -30.4729, -168.3357 | -4.2632, -2.7119, -2.7592 | 12.8726, 10.4317, 13.0858
-169.0317, -23.6824, -176.3856 | -4.2632, -2.7119, -2.7592 | 12.8726, 10.4317, 13.0858
-169.0317, -23.6824, -176.3856 | 3.9856, -2.7102, 4.5013 | 12.8726, 10.4317, 13.0858
-169.0317, -23.6824, -176.3856 | 3.9856, -2.7102, 4.5013 | 12.8726, 10.4317, 13.0858
-169.0317, -23.6824, -176.3856 | 3.9856, -2.7102, 4.5013 | 12.8776, 10.4234, 13.0781
-169.0317, -23.6824, -176.3856 | 3.9856, -2.7102, 4.5013 | 12.8734, 10.42, 13.0973
-169.0317, -23.6824, -176.3856 | 3.9856, -2.7102, 4.5013 | 12.8734, 10.42, 13.0973
-169.0317, -23.6824, -176.3856 | -0.77419, -0.45828, -3.4888 | 12.8734, 10.42, 13.0973
162.2537, -16.0545, -176.4876 | -0.77419, -0.45828, -3.4888 | 12.8734, 10.42, 13.0973
162.2537, -16.0545, -176.4876 | -4.4318, -2.3825, -0.52832 | 12.8734, 10.42, 13.0973
162.2537, -16.0545, -176.4876 | -4.4318, -2.3825, -0.52832 | 12.8734, 10.42, 13.0973
162.2537, -16.0545, -176.4876 | -4.4318, -2.3825, -0.52832 | 12.8719, 10.4105, 13.1071
162.2537, -16.0545, -176.4876 | -4.4318, -2.3825, -0.52832 | 12.8719, 10.4105, 13.1071
-161.4518, -49.0271, 166.3525 | -4.4318, -2.3825, -0.52832 | 12.8719, 10.4105, 13.1071
-161.4518, -49.0271, 166.3525 | 4.5963, -1.1178, 4.2589 | 12.8719, 10.4105, 13.1071
-161.4518, -49.0271, 166.3525 | 4.5963, -1.1178, 4.2589 | 12.8759, 10.4012, 13.0996
-175.2084, 2.7166, -161.4242 | 4.5963, -1.1178, 4.2589 | 12.8759, 10.4012, 13.0996
-175.2084, 2.7166, -161.4242 | 4.5963, -1.1178, 4.2589 | 12.8759, 10.4012, 13.0996
-175.2084, 2.7166, -161.4242 | 1.2861, 1.1678, -4.6384 | 12.8759, 10.4012, 13.0996
-175.2084, 2.7166, -161.4242 | 1.2861, 1.1678, -4.6384 | 12.8669, 10.3927, 13.1103
-175.2084, 2.7166, -161.4242 | 1.2861, 1.1678, -4.6384 | 12.8669, 10.3927, 13.1103
147.0247, 18.6653, -146.408 | 1.2861, 1.1678, -4.6384 | 12.8669, 10.3927, 13.1103
147.0247, 18.6653, -146.408 | 1.7035, -0.46098, 0.78552 | 12.8669, 10.3927, 13.1103
147.0247, 18.6653, -146.408 | 1.7035, -0.46098, 0.78552 | 12.8669, 10.3927, 13.1103
147.0247, 18.6653, -146.408 | 1.7035, -0.46098, 0.78552 | 12.8589, 10.3909, 13.1244
-158.0476, 13.3441, -176.2533 | 1.7035, -0.46098, 0.78552 | 12.8589, 10.3909, 13.1244
-158.0476, 13.3441, -176.2533 | -2.8751, 1.4105, 5.4276 | 12.8589, 10.3909, 13.1244
-158.0476, 13.3441, -176.2533 | -2.8751, 1.4105, 5.4276 | 12.8589, 10.3909, 13.1244
-158.0476, 13.3441, -176.2533 | -2.8751, 1.4105, 5.4276 | 12.8491, 10.385, 13.1139
-111.9468, 4.0715, -145.5235 | -2.8751, 1.4105, 5.4276 | 12.8491, 10.385, 13.1139
-111.9468, 4.0715, -145.5235 | -2.8751, 1.4105, 5.4276 | 12.8491, 10.385, 13.1139
-111.9468, 4.0715, -145.5235 | -1.4285, 4.0826, 4.4993 | 12.8491, 10.385, 13.1139
-111.9468, 4.0715, -145.5235 | -1.4285, 4.0826, 4.4993 | 12.8728, 10.3757, 13.1031
-111.9468, 4.0715, -145.5235 | 4.7903, -5.0121, -6.6484 | 12.8728, 10.3757, 13.1031
-111.9468, 4.0715, -145.5235 | 4.7903, -5.0121, -6.6484 | 12.8728, 10.3757, 13.1031
-175.9102, 7.4414, -158.9725 | 4.7903, -5.0121, -6.6484 | 12.8728, 10.3757, 13.1031
-175.9102, 7.4414, -158.9725 | 4.7903, -5.0121, -6.6484 | 12.8617, 10.3688, 13.0962
-175.9102, 7.4414, -158.9725 | -1.9793, -2.9931, -3.1812 | 12.8617, 10.3688, 13.0962
-175.9102, 7.4414, -158.9725 | -1.9793, -2.9931, -3.1812 | 12.8617, 10.3688, 13.0962
143.7489, 14.6355, 168.1048 | -1.9793, -2.9931, -3.1812 | 12.8617, 10.3688, 13.0962
